run,total_time,t_ingest,cpu_ingest,mem_ingest,read_ingest,write_ingest,throughput_ingest,t_bronze,cpu_bronze,mem_bronze,read_bronze,write_bronze,throughput_bronze,t_silver,cpu_silver,mem_silver,read_silver,write_silver,throughput_silver,t_gold,cpu_gold,mem_gold,read_gold,write_gold,throughput_gold
21,535.05,0.027965068817138672,,,0.0,0.0,0.0,46.01238560676575,53.13846153846154,45.60769230769232,0.015625,761.30859375,16.54607142643031,106.61326384544373,89.26666666666665,45.833333333333336,3097.08984375,906.3828125,37.55135629328259,382.39397048950195,95.9,45.7,3350.359375,11600.3828125,39.097745627007605
22,551.1,0.0312042236328125,,,0.0,0.0,0.0,44.817572355270386,52.969230769230776,45.638461538461534,0.078125,800.3828125,17.860426065801146,110.70749092102051,90.0,45.79999999999999,3694.21875,921.0,41.68840528860444,395.54703402519226,96.2,45.9,3924.00390625,12111.96875,40.54125369886776
23,577.93,0.018522262573242188,,,0.0,0.0,0.0,47.341328620910645,51.400000000000006,45.69615384615385,0.07421875,905.046875,19.119047143729894,119.78049826622009,90.46666666666665,46.03333333333333,4293.70703125,971.140625,43.95413053424212,410.79175090789795,96.4,45.9,4454.91015625,12864.08203125,42.1600291369605
24,601.22,0.02284693717956543,,,0.0,0.0,0.0,46.83320903778076,51.699999999999996,45.81538461538462,0.01953125,980.9296875,20.94559050947501,119.98080658912659,91.26666666666665,46.03333333333333,4910.75390625,956.3359375,48.90023671737603,434.38297843933105,95.3,46.0,4985.3203125,13143.390625,41.734395308567514
25,621.7,0.03674626350402832,,,0.0,0.0,0.0,47.23706817626953,50.599999999999994,45.923076923076934,0.01953125,1008.6796875,21.353975970437975,121.90119862556458,89.63333333333333,46.199999999999996,5649.0390625,1570.90234375,59.227813078581704,452.5234606266022,,,0.0,0.0,0.0
26,603.14,0.023746490478515625,,,0.0,0.0,0.0,48.59861469268799,52.29999999999999,45.976923076923086,0.0234375,167.59765625,3.449092012394744,128.35805463790894,89.89999999999999,46.333333333333336,6063.02734375,1010.23828125,55.105740305532805,426.15945076942444,,,0.0,0.0,0.0
27,585.58,0.029207706451416016,,,0.0,0.0,0.0,49.065155029296875,51.98076923076922,46.0,0.03125,332.94921875,6.786495804429373,131.01334381103516,90.66666666666667,46.300000000000004,5988.390625,1051.53515625,53.73441801015258,405.4716303348541,,,0.0,0.0,0.0
28,563.66,0.030532360076904297,,,0.0,0.0,0.0,49.359890937805176,51.99230769230769,46.10769230769232,0.0234375,162.8046875,3.2987942620288186,133.3442461490631,91.26666666666665,46.333333333333336,6645.609375,1034.6015625,57.59686795120077,380.91985297203064,,,0.0,0.0,0.0
29,539.11,0.03332805633544922,,,0.0,0.0,0.0,50.38149285316467,51.08846153846153,46.18076923076922,0.07421875,258.10546875,5.124494588766094,139.93514037132263,90.46666666666665,46.46666666666666,7260.16015625,1000.16796875,59.029691206089765,348.7617790699005,,,0.0,0.0,0.0
30,525.8,0.021031618118286133,,,0.0,0.0,0.0,55.800044536590576,50.83461538461539,46.21153846153846,0.03125,271.73046875,4.870277810832099,144.6138048171997,90.96666666666665,46.5,7904.4609375,1091.1640625,62.20446942372476,325.363728761673,,,0.0,0.0,0.0
