run,total_time,t_ingest,cpu_ingest,mem_ingest,read_ingest,write_ingest,throughput_ingest,t_bronze,cpu_bronze,mem_bronze,read_bronze,write_bronze,throughput_bronze,t_silver,cpu_silver,mem_silver,read_silver,write_silver,throughput_silver,t_gold,cpu_gold,mem_gold,read_gold,write_gold,throughput_gold
15,302.76,0.016740083694458008,,,0.0,0.0,0.0,49.8187837600708,40.21153846153846,20.87307692307692,0.0078125,1453.26953125,29.171273043297084,62.025935649871826,76.53333333333335,20.966666666666665,0.0,508.91796875,8.204922076835317,190.89400434494019,87.7,21.6,0.41796875,7619.34375,39.916191945878516
16,322.8,0.01746988296508789,,,0.0,0.0,0.0,53.17553472518921,39.00384615384615,21.299999999999997,0.00390625,1474.984375,27.738099651893094,62.7508327960968,77.2,21.3,0.0,450.421875,7.17794258545708,206.8582739830017,86.6,21.6,0.07421875,8087.1640625,39.09555139145441
17,340.14,0.015756845474243164,,,0.0,0.0,0.0,52.63809895515442,38.199999999999996,21.407692307692304,0.0,1526.17578125,28.993748093946962,67.5914192199707,77.10000000000001,21.5,0.0,512.45703125,7.581687692963671,219.89289236068726,87.1,21.7,0.0,9227.04296875,41.96153349793139
18,355.25,0.02240920066833496,,,0.0,0.0,0.0,53.544150829315186,37.45384615384615,21.50769230769231,0.0,1029.578125,19.22858256323883,70.42716097831726,77.53333333333333,21.566666666666666,0.0,453.578125,6.4403863324782495,231.25056886672974,87.0,22.0,0.0,9387.7890625,40.5957447305144
19,371.85,0.017760038375854492,,,0.0,0.0,0.0,54.924336433410645,37.82692307692308,21.600000000000005,0.0,1457.9765625,26.545183013137112,74.50786137580872,77.16666666666667,21.733333333333334,0.0,443.64453125,5.95433183905669,242.40221190452576,87.1,22.0,0.0,10389.09375,42.85890656019229
20,391.06,0.018417835235595703,,,0.0,0.0,0.0,57.37391901016235,36.97692307692308,21.742307692307698,0.0,1028.1015625,17.919319095456903,77.66514492034912,77.7,21.799999999999997,0.00390625,443.0234375,5.7043264929764135,255.99919605255127,87.0,22.1,0.0,11003.23046875,42.98150399851751
21,412.01,0.02408123016357422,,,0.0,0.0,0.0,58.9080491065979,36.63461538461539,21.857692307692307,0.01953125,1096.79296875,18.619059986441705,82.28388452529907,78.23333333333333,21.8,0.0,665.140625,8.083485956420729,270.790771484375,87.1,22.0,0.0,11412.96484375,42.14680131523073
22,423.67,0.017586946487426758,,,0.0,0.0,0.0,59.96458387374878,36.0,21.807692307692303,0.0,1153.98828125,19.244497446686886,83.99458074569702,78.89999999999999,21.766666666666666,0.0,487.10546875,5.799248766117022,279.69643211364746,87.7,22.1,0.11328125,12027.4609375,43.002243996673165
23,441.75,0.019093036651611328,,,0.0,0.0,0.0,61.32990479469299,35.38461538461539,21.91153846153846,0.0,1261.06640625,20.56201473769649,87.91422438621521,78.3,21.899999999999995,0.0,496.5546875,5.648172306208265,292.4877049922943,87.8,22.2,0.0,12952.015625,44.28225666901528
24,400.54,0.030420303344726562,,,0.0,0.0,0.0,62.42869305610657,34.419230769230765,22.00384615384615,0.0859375,1044.1015625,16.726082973762672,30.94777750968933,74.8,22.03333333333333,0.0,801.5546875,25.900234265579947,307.13458776474,,,0.0,0.0,0.0
25,413.97,0.01814579963684082,,,0.0,0.0,0.0,65.37513446807861,35.78076923076923,22.007692307692306,0.0,302.1328125,4.621524910935754,88.51838564872742,77.96666666666668,22.066666666666666,0.0,839.5546875,9.484523258610398,260.06138014793396,,,0.0,0.0,0.0
26,401.86,0.020743370056152344,,,0.0,0.0,0.0,65.46646356582642,30.96923076923077,22.02692307692308,0.0,300.7109375,4.593358509393679,92.12024140357971,77.5,22.099999999999998,0.0,841.4296875,9.134036935635981,244.24944877624512,,,0.0,0.0,0.0
27,389.61,0.02047896385192871,,,0.0,0.0,0.0,67.15021514892578,30.85,22.10384615384616,0.1171875,293.77734375,4.37667296520496,93.74101495742798,78.76666666666667,22.233333333333334,0.375,774.28515625,8.263833676238818,228.7008044719696,,,0.0,0.0,0.0
28,382.38,0.026281356811523438,,,0.0,0.0,0.0,68.40562272071838,30.434615384615384,22.026923076923076,0.0,294.0625,4.298805979744932,97.96863389015198,78.36666666666666,22.099999999999998,0.0,673.46484375,6.874290443869282,215.98172044754028,,,0.0,0.0,0.0
29,375.91,0.022210121154785156,,,0.0,0.0,0.0,69.66948509216309,29.476923076923075,22.065384615384616,0.0,330.41015625,4.742537652071249,102.22684025764465,78.2,22.2,0.0,868.0390625,8.491302874198803,203.9877109527588,,,0.0,0.0,0.0
30,363.8,0.03671574592590332,,,0.0,0.0,0.0,72.32445526123047,29.826923076923077,22.11538461538462,0.0,299.8828125,4.1463542506728315,107.7589590549469,79.2,22.166666666666668,0.0,955.0,8.862372171886332,183.67883944511414,,,0.0,0.0,0.0
