run,total_time,t_ingest,cpu_ingest,mem_ingest,read_ingest,write_ingest,throughput_ingest,t_bronze,cpu_bronze,mem_bronze,read_bronze,write_bronze,throughput_bronze,t_silver,cpu_silver,mem_silver,read_silver,write_silver,throughput_silver,t_gold,cpu_gold,mem_gold,read_gold,write_gold,throughput_gold
14,422.08,0.013816595077514648,,,0.0,0.0,0.0,43.75044226646423,63.69615384615384,37.33461538461539,0.59765625,1018.88671875,23.302264438626242,85.45789098739624,89.8,37.46666666666667,0.0,400.73046875,4.689215520297614,292.8610451221466,94.7,37.9,241.34375,8253.08984375,29.004996517058586
15,420.14,0.014438390731811523,,,0.0,0.0,0.0,43.874892473220825,63.869230769230775,37.63461538461539,0.20703125,576.6328125,13.147379087072999,85.23628830909729,91.2,37.733333333333334,34.3671875,554.5390625,6.909102468943922,291.00895833969116,95.5,38.0,348.0703125,8269.2890625,29.612007218489346
16,412.15,0.01735854148864746,,,0.0,0.0,0.0,38.70927357673645,56.15384615384615,37.8,0.05078125,780.49609375,20.16433797065864,80.69358396530151,91.83333333333333,37.86666666666667,169.2109375,779.77734375,11.760393263212448,292.7287406921387,96.0,38.0,538.6328125,8787.2890625,31.858579560549625
17,425.58,0.010170221328735352,,,0.0,0.0,0.0,40.857014894485474,54.91923076923077,37.80769230769231,0.15234375,835.125,20.443915100188548,83.83766102790833,91.89999999999999,37.9,403.6171875,849.2890625,14.944432306895179,300.87702202796936,96.7,38.0,812.2265625,9251.66796875,33.44853144124268
18,462.58,0.011597633361816406,,,0.0,0.0,0.0,40.87441539764404,54.68846153846154,37.84615384615385,0.0234375,934.16796875,22.8551625059779,91.57781720161438,90.93333333333334,37.96666666666666,837.45703125,830.7578125,18.21636390477968,330.11898279190063,95.7,38.0,1213.234375,9886.578125,33.62367230786321
19,484.63,0.009563922882080078,,,0.0,0.0,0.0,45.77681541442871,52.20769230769231,37.88461538461538,1.3203125,892.11328125,19.5171635611068,95.33143401145935,91.5,37.96666666666667,1319.109375,1019.91015625,24.53565873108378,343.5095295906067,95.5,38.1,1580.3671875,10542.80078125,35.29208631620306
20,501.34,0.018161773681640625,,,0.0,0.0,0.0,42.6689715385437,53.18076923076922,37.94230769230769,0.01953125,873.58984375,20.47411370604168,100.1454393863678,90.33333333333333,38.06666666666667,1705.953125,697.44921875,23.99911926570628,358.50227522850037,95.7,38.1,2039.2734375,11183.6015625,36.88365713041032
21,521.2,0.014477968215942383,,,0.0,0.0,0.0,43.229248046875,52.0846153846154,38.04615384615384,0.01171875,712.41015625,16.480089457662917,104.64714860916138,90.96666666666665,38.166666666666664,2133.52734375,747.30859375,27.52904379898026,373.31155347824097,96.7,38.2,2513.6328125,11810.4765625,38.37038859777722
22,554.03,0.012900114059448242,,,0.0,0.0,0.0,48.404072523117065,50.24230769230768,38.06923076923077,2.765625,837.58984375,17.36125546768113,109.7808575630188,90.39999999999999,38.13333333333333,2677.25390625,674.3984375,30.530389524658354,395.8333578109741,96.5,38.2,3102.8828125,12187.71484375,38.628875900731586
23,563.92,0.013734817504882812,,,0.0,0.0,0.0,45.05779409408569,50.77307692307693,38.09615384615384,85.5673828125,852.00390625,20.808193297362642,109.98686957359314,91.5,38.199999999999996,3177.25,771.6796875,35.90364652444025,408.86118960380554,95.7,38.6,3657.76171875,13027.07421875,40.80806973552058
24,498.1,0.009330987930297852,,,0.0,0.0,0.0,45.65063738822937,49.4923076923077,38.43076923076923,0.01171875,915.01953125,20.044216299068214,31.097815990447998,88.3,38.6,442.3515625,652.75390625,35.21486747128392,421.3457806110382,,,0.0,0.0,0.0
25,562.52,0.010941743850708008,,,0.0,0.0,0.0,46.04533553123474,52.28846153846154,38.98076923076923,0.01171875,166.3203125,3.6123535496265213,120.74256896972656,90.96666666666665,39.23333333333333,4366.55078125,846.5625,43.175437840460965,395.71939635276794,,,0.0,0.0,0.0
26,524.21,0.011929035186767578,,,0.0,0.0,0.0,46.80753970146179,51.77692307692307,39.12692307692308,0.015625,201.14453125,4.297601573015764,124.15600395202637,91.16666666666667,39.36666666666667,3952.2265625,1081.50390625,40.54359280679671,353.230486869812,,,0.0,0.0,0.0
27,515.87,0.008412361145019531,,,0.0,0.0,0.0,47.659302949905396,50.73846153846154,39.75769230769231,0.03125,201.62109375,4.2311223888850495,128.13902640342712,91.06666666666666,39.86666666666667,4728.30859375,1124.96875,45.67911516138577,340.0646171569824,,,0.0,0.0,0.0
28,508.3,0.01138758659362793,,,0.0,0.0,0.0,47.89566683769226,51.62692307692308,39.88461538461539,0.02734375,201.984375,4.217745196753867,132.60101985931396,92.56666666666666,40.166666666666664,5363.75,1203.609375,49.52721617049241,327.7879297733307,,,0.0,0.0,0.0
29,487.65,0.01105952262878418,,,0.0,0.0,0.0,48.774930000305176,50.942307692307686,39.888461538461534,0.015625,163.94921875,3.3616623078490138,143.4623520374298,91.26666666666665,40.1,6005.94921875,1027.2890625,49.02497541246922,295.39932560920715,,,0.0,0.0,0.0
30,463.01,0.011201143264770508,,,0.0,0.0,0.0,49.20002317428589,50.026923076923076,39.926923076923075,0.26953125,164.9375,3.357864907192656,145.28826546669006,91.19999999999999,40.233333333333334,6626.484375,1079.55859375,53.03967904081523,268.50882840156555,,,0.0,0.0,0.0
